web-scraper-order,bank,donor-num,donor-link-href,description,look-alikes,price,race,race-self-described,ethnicity,degree,occupation,weight,height,eye,eye-color-original,hair,hair-color-original,hair-texture,skintone,skin-tone-original,bloodType,donation-age,sign,fave-subjects,jewish,religion,religion-original,goals,pet,describes-himself,hobbies,dominant-hand,hairy-chest,generally-hairy,ear-lobes,beard-color,eyebrows,dimples,acne,acne-info,shoe-size,body-build,face-shape,lips,nose-shape,long-eyelashes,hair-loss,why-donate
1583261093-42,Euro,Daman,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Daman has brown eyes and black hair. He is 179cm in height and weighs 73kg.
He works as a it manager/administrator. In his free time he enjoys Racing. Daman describes himself as Programming/developing, teaching my son, guitar, hardware assembly, fixing things in the house, car and motorcycle.
He wants to be a donor because he finds it nteresting.",,,Mixed,Other,Indian/Danish,Computer and information technology,it manager/administrator,161,70,Brown,Brown,Black,Black,,3,Medium,AB+,,,,no,Not Listed,,,,,Racing,right,,,,,,,,,,,,,,,,He wants to be a donor because he finds it nteresting
1583261093-171,Euro,Joos,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Joos has brown eyes and dark brown hair. He is 183cm in height and weighs 62kg.
He works as a mini chef. In his free time he enjoys football. Joos describes himself as energetic, cheerful, funny, ironic, contemplative, nostalgic, casual, sleepy, indecisive, dreamy.
He wants to be a donor because to earn some money.",,,White,White,danish/swedish/danish,Business and financial,mini chef,137,72,Brown,Brown,Brown,"Brown, Dark",,2,Fair,B+,,,,no,Not Listed,,,,,football,right,,,,,,,,,,,,,,,,He wants to be a donor because to earn some money
1583261093-345,Euro,Enno,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Enno has green/brown eyes and dark brown hair. He is 187cm in height and weighs 78kg.
He works as a mcdonalds. In his free time he enjoys all sports. Enno describes himself as fun, determined, weird, understanding, likeable.
He wants to be a donor because he would like to give people the opportunity to have a child and to love and be loved.",,,White,White,Danish/Danish,High School student,mcdonalds,172,74,Green,Green/Brown,Brown,"Brown, Dark",,3,Medium,O+,,,,no,Not Listed,,,,,all sports,right,,,,,,,,,,,,,,,,He wants to be a donor because he would like to give people the opportunity to have a child and to love and be loved
1583261093-202,Euro,Ticho,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Ticho has brown eyes and black hair. He is 174cm in height and weighs 84kg.
He works as a student in a natural science. In his free time he enjoys kickboxing, boxing, soccer and academia. Ticho describes himself as social, geeky when it comes to his studies, ambitious and determined.
He wants to be a donor because of the meaningfulness of helping other people to have a child.",,,Asian,Asian,Vietnamese/Vietnamese,Healthcare,student in a natural science,185,69,Brown,Brown,Black,Black,,4,Olive,O+,,,,no,Not Listed,,,,,"kickboxing, boxing, soccer and academia",right,,,,,,,,,,,,,,,,He wants to be a donor because of the meaningfulness of helping other people to have a child
1583261093-282,Euro,Ziya,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Ziya has brown eyes and black hair. He is 169cm in height and weighs 109kg.
He works as a waiter/barista. In his free time he enjoys soccer, Tennis, Volleyball. Ziya describes himself as happy, outgoing, charming, funny, hard working, brave and kind.
He wants to be a donor because he wants to help families who are not able to have children.",,,White,White,Iranian/Iraqi,Legal,waiter/barista,240,67,Brown,Brown,Black,Black,,4,Olive,O+,,,,no,Not Listed,,,,,"soccer, Tennis, Volleyball",right,,,,,,,,,,,,,,,,He wants to be a donor because he wants to help families who are not able to have children
1583261093-294,Euro,Hamilton,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Hamilton has brown eyes and black hair. He is 179cm in height and weighs 53kg.
In his free time he enjoys completing puzzles like Sudoku and crosswords, skateboarding, riding his bike, listening to music, watching Netflix, running and karate. Hamilton describes himself as helpful, usually in a good mood and unaffected by trivial matters. He likes to see the good in other people and gets along well with most people he meets.
He wants to be a donor because he likes helping people and also wants to donate blood and stem cells in the future.",,,Mixed,Other,Italian/Nigerian,Business and financial,,117,70,Brown,Brown,Black,Black,,4,Olive,A+,,,,no,Not Listed,,,,,"completing puzzles like Sudoku and crosswords, skateboarding, riding his bike, listening to music, watching Netflix, running and karate",right,,,,,,,,,,,,,,,,He wants to be a donor because he likes helping people and also wants to donate blood and stem cells in the future
1583261093-376,Euro,Jais,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Jais has blue eyes and dark brown hair. He is 184cm in height and weighs 81kg.
He works as a legal counsel and chairman. In his free time he enjoys football and cycling. Jais describes himself as open, charming and funny.
He wants to be a donor because he wants to help couples who cannot have children otherwise.",,,White,White,Danish/Danish,Legal,legal counsel and chairman,179,72,Blue,Blue,Brown,"Brown, Dark",,3,Medium,O+,,,,no,Not Listed,,,,,football and cycling,right,,,,,,,,,,,,,,,,He wants to be a donor because he wants to help couples who cannot have children otherwise
1583261093-343,Euro,Bror,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Bror has blue eyes and light brown hair. He is 189cm in height and weighs 80kg.
He works as a student. In his free time he enjoys running. Bror describes himself as ambitious and kind.
He wants to be a donor because he would like to help other people and believes that everybody deserves to have a family.",,,White,White,Danish/Danish,"Life, Physical and Social Science",student,176,74,Blue,Blue,Brown,"Brown, Light",,2,Fair,O-,,,,no,Not Listed,,,,,running,right,,,,,,,,,,,,,,,,He wants to be a donor because he would like to help other people and believes that everybody deserves to have a family
1583261093-224,Euro,Hakon,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Hakon has blue eyes and blond hair. He is 187cm in height and weighs 115kg.
He works as a massage therapist. In his free time he enjoys football and handball. Hakon describes himself as possitiv and strong.
He wants to be a donor because he wants to help other people.",,,White,White,Danish/Danish,Transportation and shipping,massage therapist,254,74,Blue,Blue,Blonde,Blonde,,3,Medium,A+,,,,no,Not Listed,,,,,football and handball,right,,,,,,,,,,,,,,,,He wants to be a donor because he wants to help other people
1583261093-134,Euro,Sim,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Sim has brown eyes and dark brown hair. He is 182cm in height and weighs 89kg.
In his free time he enjoys reading books, socialising, and playing video games. Donor Sim also enjoys sports, including volleyball and running. Sim describes himself as open-minded, calm and relaxed.
He wants to be a donor because he believes that helping others is something he likes to do and is a pleasure to do so.",,,White,White,Bulgarian/Bulgarian,Architecture and engineering,,196,72,Brown,Brown,Brown,"Brown, Dark",,3,Medium,A-,,,,no,Not Listed,,,,,"reading books, socialising, and playing video games. Donor Sim also enjoys sports, including volleyball and running",right,,,,,,,,,,,,,,,,He wants to be a donor because he believes that helping others is something he likes to do and is a pleasure to do so
1583261093-428,Euro,Ole,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Ole has brown eyes and brown hair. He is 189cm in height and weighs 83kg.
In his free time he enjoys working out in the gym or doing Muay Thai. Ole describes himself as social, joyful, affectionate and outgoing.
He wants to be a donor because his sister just conceived using a sperm donor and it inspired him to help others in the same way.",,,White,White,Danish/Danish,Computer and information technology,,183,74,Brown,Brown,Brown,Brown,,2,Fair,A+,,,,no,Not Listed,,,,,working out in the gym or doing Muay Thai,left,,,,,,,,,,,,,,,,He wants to be a donor because his sister just conceived using a sperm donor and it inspired him to help others in the same way
1583261093-198,Euro,Gates,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Gates has blue eyes and light brown hair. He is 187cm in height and weighs 83kg.
In his free time he enjoys mechanics (watches and motorcycles), design, architecture, analogue cameras, cooking, craftmanship, seeing things work; reading the diagrams and understanding the process in making, installing and repairing things. Gates describes himself as straight forward, appreciates loyalty and friendship.
He wants to be a donor because of the compensation, but then he learnt about how few get the opportunity or pass the test to become a donor.This made it more of a privilege and an honour to do.",,,White,White,Danish/Danish,Architecture and engineering,,183,74,Blue,Blue,Brown,"Brown, Light",,3,Medium,O+,,,,no,Not Listed,,,,,"mechanics (watches and motorcycles), design, architecture, analogue cameras, cooking, craftmanship, seeing things work; reading the diagrams and understanding the process in making, installing and repairing things",right,,,,,,,,,,,,,,,,"He wants to be a donor because of the compensation, but then he learnt about how few get the opportunity or pass the test to become a donor. This made it more of a privilege and an honour to do"
1583261093-121,Euro,Elmer,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Elmer has blue eyes and blond hair. He is 183cm in height and weighs 79kg.
He works as a cashier. In his free time he enjoys skateboarding, football, frisbee, fitness, computers, gadgets, science, innovation, travelling, skateboarding and maths. Elmer describes himself as funny, intelligent and sporty.
He wants to be a donor because he wants to help people.",,,White,White,Danish/Danish,Business and financial,cashier,174,72,Blue,Blue,Blonde,Blonde,,3,Medium,A+,,,,no,Not Listed,,,,,"skateboarding, football, frisbee, fitness, computers, gadgets, science, innovation, travelling, skateboarding and maths",right,,,,,,,,,,,,,,,,He wants to be a donor because he wants to help people
1583261093-79,Euro,Marty,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Marty has brown eyes and red brown hair. He is 181cm in height and weighs 88kg.
In his free time he enjoys American Football, volleyball, soccer, handball; in fact, all sports. Marty describes himself as stubborn, polite and nice.
He wants to be a donor because it makes him happy that he is able to help others to have children.",,,White,White,Danish/Danish,High School student,,194,71,Brown,Brown,Red,Auburn,,2,Fair,O+,,,,no,Not Listed,,,,,"American Football, volleyball, soccer, handball; in fact, all sports",right,,,,,,,,,,,,,,,,He wants to be a donor because it makes him happy that he is able to help others to have children
1583261093-312,Euro,Gudik,https://www.europeanspermbank.com/en-int/sperm-donor-search,"Gudik has brown eyes and light brown hair. He is 173cm in height and weighs 80kg.
He works as a substitute teacher. In his free time he enjoys all sports with a ball or team-play and to learn languages. Gudik describes himself as loyal, open minded, easy-going, adventurous, friendly, trustworthy and unconventional.
He wants to be a donor because he wants to give a bit of happiness to others who need help.",,,White,White,Danish/Danish,Education training and library,substitute teacher,176,68,Brown,Brown,Brown,"Brown, Light",,2,Fair,AB+,,,,no,Not Listed,,,,,all sports with a ball or team-play and to learn languages,right,,,,,,,,,,,,,,,,He wants to be a donor because he wants to give a bit of happiness to others who need help
